part_id,revision,quantity,material,process,critical_tolerance,datum_scheme,inspection,status,step_file,dxf_file,drawing_pdf,sha256_step,sha256_dxf,sha256_pdf,release_gate
GGM_SH_CouplingGuard,final-design-fabrication-closure-v0.8,1,"split metal cover: 2 formed halves, OD76x2 front flange, fourM3 mounts, 1mm seam",2 mm 강판 롤 + 분할 seam,"shell OD54/ID50 x57.00 +/-0.30; steel t2.0, 상하2개 half-cover.; seam gap1.00 +/-0.20, front flangeOD76/ID50 x2.0. flange4개 D3.40 mounting.; 장착판 대응4개M3x0.5. captiveM3x8 기준; 실제물림/끝면여유 확인. flange용접 후 중심 정렬.; 커플링과 최소 radial gap1.0 확인. 실제 NC service interlock은 별도 수령·설계검증 후 연결.",drawing D16 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_CouplingGuard.step,GGM_SH_CouplingGuard.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,30659433f7586a0cd83316f7c0b12ee2452c4d5d3ea9093bd818f7464ff196b9,3c1509b20204774727c93a2d38d2729e3b8e4b1f347cf5b0c9737b55e37afb9f,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_CutterKey,final-design-fabrication-closure-v0.8,1,6x6x20 steel key,규격 키 stock 절단,"4x4: 길이25(2개),22(1),15(1),17(1). 6x6: 길이20(1개). 표의 bbox는 회전 배치 크기일 수 있다.; 4 mm 폭3.985~4.000, 6 mm 폭5.985~6.000; 높이는 nominal-0.03/0, 길이-0.20/0.; 키홈 천장과 키 상면0.10 이상 여유. 버 제거 C0.1, 억지 타격 금지. 실제 flank contact와 손회전 확인.",drawing D15 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_CutterKey.step,GGM_SH_CutterKey.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,9f595f3e30e8df9a283b13389f63d95f8f44f841cead7d29a220e88f80e6a1f2,d420d0d9ee20c845c46964af0abf913bfaa0bee4293c528ce250a55384d22055,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_FuseInput,final-design-fabrication-closure-v0.8,1,S45C hubs / brass uncalibrated pin blank; release target8.8-9.3Nm,선삭 + 키홈 + 드릴/탭,"S45C. 축방향 원점 Z0=입력 끝면, A=축 보어. Z0~22 OD28; Z22~26 OD46; Z26~30 OD20.; 보어 D12.050 +0.010/0 관통; 키홈 폭4.10 +0.03/0, 중심에서 홈 천장8.025. 외경/보어 TIR0.03.; 정합 pilot OD20.000 -0.020/0, Ra1.6. 정합부 축방향면 직각도0.03.; 전단핀 hole D3.10 +0.02/0, R16.00 +/-0.03. Z22부터 flange 관통; 출력허브와 조립 jig에서 match-drill.; Z12의 radial D3.30은 M4x0.7 탭드릴; 유효나사5 mm 이상. set screw는 축방향 유지, 토크는 키로 전달.",drawing D06 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_FuseInput.step,GGM_SH_FuseInput.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,a1aeb785df40cc9253814b573ec45d3c0aa1b110977a7cb9e42a81df2f9c917b,8b4a3b7031dbc7169a640066fad33a654b6e2b9b15dfde0d66e5de1e30113ec8,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_FuseOutput,final-design-fabrication-closure-v0.8,1,S45C hubs / brass uncalibrated pin blank; release target8.8-9.3Nm,선삭 + 키홈 + 드릴/탭,"S45C. 공통 결합 datum Z26.40~30.40 OD46, Z30.40~52.40 OD28; 전장26.00 +/-0.05.; 보어 D12.050 +0.010/0, key4.10 +0.03/0. 입력면 counterbore D20.100 +0.020/0, 깊이4.20 +/-0.05.; 전단핀 D3.10 +0.02/0, R16.00 +/-0.03. 입력허브와 match-drill. 양 flange 사이 축간극0.40 +/-0.10.; 공통 datum Z40.40 radial D3.30은 M4x0.7, 유효나사5 mm 이상. 외경/보어 TIR0.03.; 핀 파단 뒤 pilot이 걸리지 않도록 무하중 자유회전 확인. 이 구조는 압력 방출장치가 아니다.",drawing D07 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_FuseOutput.step,GGM_SH_FuseOutput.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,456f1463a5b3d09359d0014ea7c735f4928f7f17da9834e2157e1a36f0f7d83e,eee8ac758dc3cbdd76b44a6b4b878a76dc10ce5983cefb1b4aa0a25929c88a3b,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_FusePinBlank,final-design-fabrication-closure-v0.8,1,S45C hubs / brass uncalibrated pin blank; release target8.8-9.3Nm,황동봉 선삭 + 교차 드릴,"이 도면은 교정용 blank이며 운전용 전단핀 완성도가 아니다. 황동 lot를 구분한다.; 몸통 D3.00 -0.02/0 x11.70, 머리 D4.00 x1.00, 총12.70 +/-0.05.; 공통 coupling datum: 머리 Z20.70~21.70, 몸통21.70~33.40. 유지용 교차공 D0.90, 중심 Z32.00.; R16 단일 전단 가정에서 목경 약2.416~2.483 mm는 계산 참고값만 해당. 목경을 확정값으로 가공 발주하지 않는다.; 설계검증 종료와 별도 시험 승인 뒤, 실제 결합 coupon의 8.8~9.3 N.m 해제 결과로 목경/길이를 확정한다.",drawing D08 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_FusePinBlank.step,GGM_SH_FusePinBlank.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,e8a5a73988d641e5cf41cc0ff9e0fbe7806ba0aa7d551562ff0c609a5a882d62,ea5ae84637eebbe87cba7de537862ce8201154f9a95be50570790cea8e5a7b93,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_JackInputKey,final-design-fabrication-closure-v0.8,1,4x4 steel key,규격 키 stock 절단,"4x4: 길이25(2개),22(1),15(1),17(1). 6x6: 길이20(1개). 표의 bbox는 회전 배치 크기일 수 있다.; 4 mm 폭3.985~4.000, 6 mm 폭5.985~6.000; 높이는 nominal-0.03/0, 길이-0.20/0.; 키홈 천장과 키 상면0.10 이상 여유. 버 제거 C0.1, 억지 타격 금지. 실제 flank contact와 손회전 확인.",drawing D15 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_JackInputKey.step,GGM_SH_JackInputKey.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,2377030cf16a604350c24a2065a05e9ef4e852ab0ab9504abd047cb1c174f1a3,d420d0d9ee20c845c46964af0abf913bfaa0bee4293c528ce250a55384d22055,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_JackSprocketKey,final-design-fabrication-closure-v0.8,1,4x4 steel key,규격 키 stock 절단,"4x4: 길이25(2개),22(1),15(1),17(1). 6x6: 길이20(1개). 표의 bbox는 회전 배치 크기일 수 있다.; 4 mm 폭3.985~4.000, 6 mm 폭5.985~6.000; 높이는 nominal-0.03/0, 길이-0.20/0.; 키홈 천장과 키 상면0.10 이상 여유. 버 제거 C0.1, 억지 타격 금지. 실제 flank contact와 손회전 확인.",drawing D15 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_JackSprocketKey.step,GGM_SH_JackSprocketKey.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,fd9af7f4ddf1228c667f3206ab53e34803fc997e7c5e4d4d5f1a1525e96389f4,d420d0d9ee20c845c46964af0abf913bfaa0bee4293c528ce250a55384d22055,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_Jackshaft,final-design-fabrication-closure-v0.8,1,S45C 12 h6 x78; two 4 mm keys,규격 S45C 봉 + 선삭 + 키홈,"S45C 공급 상태는 상온 항복강도300 MPa 이상 근거 필요. 전장78.00 +/-0.10.; D12 h6=11.989~12.000. 베어링 land Ra0.8 이하, 기타 원통 Ra1.6 이하.; 축 원점=전방 끝면. 키홈1 Z2.40~24.40; 키홈2 Z39.00~57.00. 폭4.00 +0.02/0; 바닥은 축중심에서3.50 mm.; 베어링 land Z27~37 및57~67은 원통면을 보존. 끝면 C0.2, 키홈 뿌리 R0.2 이하.; 두 land 기준 TIR0.03 이하. h6는 현재 원형 설계 기준이며 수령 bearing과 실제 fit/creep 판정 전 운전 금지.",drawing D05 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_Jackshaft.step,GGM_SH_Jackshaft.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,3511cd957f04f9c1fa49ab17d5c3acff207a294ccf3c83ef2e570b9e290aee67,223333c1494db6963d57470b1ffa9aaa33e377921f47a8378c34f8cb68ad5f74,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_MotorKey,final-design-fabrication-closure-v0.8,1,4x4 steel key,규격 키 stock 절단,"4x4: 길이25(2개),22(1),15(1),17(1). 6x6: 길이20(1개). 표의 bbox는 회전 배치 크기일 수 있다.; 4 mm 폭3.985~4.000, 6 mm 폭5.985~6.000; 높이는 nominal-0.03/0, 길이-0.20/0.; 키홈 천장과 키 상면0.10 이상 여유. 버 제거 C0.1, 억지 타격 금지. 실제 flank contact와 손회전 확인.",drawing D15 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_MotorKey.step,GGM_SH_MotorKey.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,18f2b1e5caf8899d1bedd5d802362b783da73b17e1e63674271005eddc65a719,d420d0d9ee20c845c46964af0abf913bfaa0bee4293c528ce250a55384d22055,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_Mount,final-design-fabrication-closure-v0.8,1,6 mm S275 plate; 4x6.6 PCD104; pilot36.5,판재 절단 + 드릴 + 지그 용접,"S275 t6.00 +/-0.10. 140 x 190.167, 외곽 +/-0.20.; D36.50 +0.10/0 통과공은 정밀 파일럿이 아니다. 축 정렬은 조립 검사로 확보.; 4xD6.60 +0.10/0, PCD104 중심은 출력축에서 18.00 mm 편심. 표를 따라 가공.; M6 관통 볼트 사용. 두 보강 angle을 jig에서 3 mm 연속 필릿 용접. 용접 뒤 정렬면 평면도0.15.; R2: coupling cover 4xD2.50은 M3x0.5 관통탭, 유효5 mm 이상. 나사 끝단 돌출/모터 간섭 금지.",drawing D02 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_Mount.step,GGM_SH_Mount.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,a5c88e1e1597271cdd9f4fb83a8413b3f567dd61f7bb415ffb7ab95a552e5f47,3ddfb8fed2ba95c84c4cdb79dbc4bfc664c956c00556852e12bc87f2c2052ce6,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_Spacer_220_100,final-design-fabrication-closure-v0.8,1,steel spacer 12/6.6 x10,규격 강관 절단 + 끝면 다듬기,"OD12.00 +/-0.10, ID6.60 +0.10/0, nominal L10.00 +/-0.05.; 체인 장력은4개를 동일 길이8~13 mm로 조절. 같은 set의 길이 차이0.03 이하.; 서로 다른 spacer 높이로 축 기울기를 만들지 않는다. 연질 출력 spacer 금지.",drawing D13 axis Z; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_Spacer_220_100.step,GGM_SH_Spacer_220_100.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,c343f7425234509883feb8f6fcaece0bf94b0ef898fcc68b103a34ffe99bd6b2,5f63844cf0515221fca47397facecf8417a65f7d6be1973b9c4fbe98168720de,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_Spacer_220_280,final-design-fabrication-closure-v0.8,1,steel spacer 12/6.6 x10,규격 강관 절단 + 끝면 다듬기,"OD12.00 +/-0.10, ID6.60 +0.10/0, nominal L10.00 +/-0.05.; 체인 장력은4개를 동일 길이8~13 mm로 조절. 같은 set의 길이 차이0.03 이하.; 서로 다른 spacer 높이로 축 기울기를 만들지 않는다. 연질 출력 spacer 금지.",drawing D13 axis Z; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_Spacer_220_280.step,GGM_SH_Spacer_220_280.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,bac85c32a7079d3a70c64404098a76653522b1d2ea8c1e835e31307fc7e4d9b2,5f63844cf0515221fca47397facecf8417a65f7d6be1973b9c4fbe98168720de,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_Spacer_90_100,final-design-fabrication-closure-v0.8,1,steel spacer 12/6.6 x10,규격 강관 절단 + 끝면 다듬기,"OD12.00 +/-0.10, ID6.60 +0.10/0, nominal L10.00 +/-0.05.; 체인 장력은4개를 동일 길이8~13 mm로 조절. 같은 set의 길이 차이0.03 이하.; 서로 다른 spacer 높이로 축 기울기를 만들지 않는다. 연질 출력 spacer 금지.",drawing D13 axis Z; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_Spacer_90_100.step,GGM_SH_Spacer_90_100.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,7a2b8793d98790af6f5ea1bff28ef0d6dee3a06ba13f754d8c83544856631152,5f63844cf0515221fca47397facecf8417a65f7d6be1973b9c4fbe98168720de,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
GGM_SH_Spacer_90_280,final-design-fabrication-closure-v0.8,1,steel spacer 12/6.6 x10,규격 강관 절단 + 끝면 다듬기,"OD12.00 +/-0.10, ID6.60 +0.10/0, nominal L10.00 +/-0.05.; 체인 장력은4개를 동일 길이8~13 mm로 조절. 같은 set의 길이 차이0.03 이하.; 서로 다른 spacer 높이로 축 기울기를 만들지 않는다. 연질 출력 spacer 금지.",drawing D13 axis Z; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,GGM_SH_Spacer_90_280.step,GGM_SH_Spacer_90_280.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,fb1c4f0503202185f42e6de1f9893b44896de5571d24f1ee7a8878b4b1e33fb3,5f63844cf0515221fca47397facecf8417a65f7d6be1973b9c4fbe98168720de,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
EX-SCR-01,final-design-fabrication-closure-v0.8,1,"EX-SCR-01-G: drive keyseat 4.05 x20; bearing land Y401..411 uninterrupted, finish after turn",기존 screw의 후방 keyseat 수정만,"Screw-GGM.step 중 후방60 mm를 확대. 용융부 flight는 기존EX-SCR-01 치수·재료·열처리 도면을 유지.; 구동부 D12 h6 x35. 축방향 keyseat 폭4.05 +0.03/0 x20.00 +0.05/0, end에서1~21 mm.; 베어링 land는 end에서24~34 mm: 중단 없는 원통면, Ra0.8, TIR0.03. 횡방향 notch 가공 금지.; 바닥 평면은 중심에서3.50 mm. 기존 thrust shoulder/51102 seat를 변경하지 않는다.; 이 변경도만으로 전체 screw를 새로 발주하지 않는다. 기존 active flight source와 함께 사용.",drawing D19 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,EX-SCR-01.step,EX-SCR-01.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,20bfcff86318c178bfb6766af845f7e222a27145a14d053319dbc976509812f9,3ed0a73ab23af5ce80d89f2d696a048b4a012f80417b37b27e9e2b1e88a84efb,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
EX-THR-01,final-design-fabrication-closure-v0.8,1,EX-THR-01 12 mm steel,기존 plate 추가 drilling/tap/relief,두께12.00 +0.10/0; 기존EX-THR-01와51102 하우징 pocket을 유지. 4xM4x0.7: 반경 holder hole grid38 x38.; R2: 후면6201 접촉 중앙에D27.40 +0.10/0 x0.30 +0.05/0 relief. 외륜의 환형 좌면만 남긴다.; 추력 bearing의 정면 pocket은 기존D28.30~28.35 x9.10~9.15 기준이며 R2 rear relief와 혼동 금지.; 4개의 원래 M6 frame hole을 유지. bearing seat와 후면에 버/돌기 금지; 겹친 tap깊이·잔여벽 확인.,drawing D20 axis Y; coordinates/features govern,PPR_GGM_ASSEMBLY_INSPECTION_KO_r2.pdf + drawing notes; receipt/alignment/pin/current physical domains NOT_RUN,PASS,EX-THR-01.step,EX-THR-01.dxf,PPR_GGM_MANUFACTURING_DRAWINGS_r2.pdf,7ae327c07cc00a53c1d5895b5d66978446e95d397c82a872e637819e86545dd5,b87c5d05a6754213e99053a52b6106ab28baa78847fd8732f9f9781b01227ab7,6b60e8836f539288160fff454acd7a0cf789a7de00ff312d8786c0edfac44af0,DIGITAL_DRIVE_DESIGN_PASS_PHYSICAL_NOT_RUN
